age,gender,education,income,sirius,wharton,worktime
36,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,39
21,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,13
34,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,31
20,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,16
26,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,22
40,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,24
38,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,23
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,27
36,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,18
51,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,27
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,15
27,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,21
30,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,28
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,Yes,19
23,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,14
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,30
27,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,17
35,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,Yes,19
21,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,95
39,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,Yes,24
32,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,19
25,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
53,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,32
35,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,20
26,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,27
19,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,23
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,13
32,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,22
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,16
27,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
46,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,23
37,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,22
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
28,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,23
37,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,27
32,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,24
28,Female,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,24
19,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,16
29,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,17
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,14
44,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,25
41,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
18,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,14
29,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,22
27,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,19
59,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,19
35,Male,Graduate or professional degree,"$30,000 - $50,000",No,No,14
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,18
26,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
29,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,15
24,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
21,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,22
31,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,15
24,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,20
30,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,20
28,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,40
24,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
21,Female,High school graduate (or equivalent),"Less than $15,000",Yes,No,33
43,Male,Graduate or professional degree,"$50,000 - $75,000",No,No,22
30,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,18
23,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,14
27,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,23
45,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,19
36,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,17
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,21
26,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,23
27,Female,High school graduate (or equivalent),"Less than $15,000",Yes,No,30
20,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,16
38,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
36,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,48
31,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,16
46,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,24
35,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,27
34,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,13
31,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,No,12
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,19
18,Male,High school graduate (or equivalent),"Above $150,000",Yes,No,16
27,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
22,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,17
24,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,No,21
22,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,30
31,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,24
19,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,22
20,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,14
24,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
28,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,17
27,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,24
22,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,16
36,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,19
50,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",No,No,19
62,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,40
30,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,13
20,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,27
30,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,18
21,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,13
21,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,28
18,Male,High school graduate (or equivalent),"Above $150,000",Yes,No,21
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,13
27,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,26
25,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,23
22,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,21
26,Male,High school graduate (or equivalent),"$15,000 - $30,000",No,Yes,25
26,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,43
28,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,22
24,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,19
31,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,28
40,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,17
23,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,14
30,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,22
21,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,15
25,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,16
41,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,26
38,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,24
32,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,18
23,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,17
26,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
25,Female,Graduate or professional degree,"$50,000 - $75,000",No,No,14
19,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,17
23,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,17
55,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,20
43,Female,Graduate or professional degree,"$15,000 - $30,000",No,No,27
19,Male,High school graduate (or equivalent),"$75,000 - $150,000",No,No,17
43,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,15
29,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,33
24,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,28
27,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,20
43,Female,Graduate or professional degree,"$30,000 - $50,000",No,No,20
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,13
21,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,15
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,11
21,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,31
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,31
33,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,15
21,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,31
26,Male,High school graduate (or equivalent),"Less than $15,000",Yes,No,21
29,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,17
24,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",No,No,14
21,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
28,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,18
34,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,19
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,20
26,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,21
26,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,20
31,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,26
18,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,22
28,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,22
27,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,15
23,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,13
27,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,16
54,Female,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,21
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,16
34,Male,High school graduate (or equivalent),"$50,000 - $75,000",No,No,23
20,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,18
20,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,22
30,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,28
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,25
29,Female,High school graduate (or equivalent),"$15,000 - $30,000",No,No,19
20,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,26
26,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,28
18,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,19
23,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,21
22,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,Yes,33
34,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,28
20,Male,"Some college, no diploma; or Associate’s degree","Above $150,000",Yes,No,24
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,20
29,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
32,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,18
22,Female,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,20
25,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,26
19,Female,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,16
28,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,47
39,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,27
24,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,23
22,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,11
20,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,17
26,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,16
22,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,12
37,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,22
33,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,27
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,12
24,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,13
28,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,22
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,19
42,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
20,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,27
29,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,16
22,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,Yes,18
26,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,16
31,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,27
19,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,18
27,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,29
18,Male,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,28
42,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,23
35,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,32
31,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,15
21,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,19
42,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,24
31,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,77
29,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,17
26,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,14
25,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,35
32,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,18
25,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
21,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",No,No,13
28,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,18
55,Male,Graduate or professional degree,"$50,000 - $75,000",Yes,No,35
24,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
23,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
18,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,19
23,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,17
24,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,15
27,Male,Graduate or professional degree,"$30,000 - $50,000",Yes,No,18
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
30,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,27
27,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,22
26,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
29,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,34
34,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
26,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,21
30,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
35,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",Yes,No,18
26,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,26
24,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,34
28,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,13
18,Male,Less than 12 years; no high school diploma,"$75,000 - $150,000",Yes,No,14
28,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,16
23,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,23
22,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,26
29,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,17
18,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,16
29,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,20
23,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,23
33,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,21
50,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,30
22,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,35
27,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",No,No,17
27,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,23
23,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,16
35,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,23
22,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,21
23,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,28
24,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,Yes,15
22,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,20
28,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,13
31,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,21
29,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,18
42,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,16
28,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,18
41,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,28
30,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,12
26,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,41
20,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,18
24,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,15
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,21
32,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,19
35,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,30
21,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,20
31,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,19
42,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
26,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,16
27,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,13
21,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,29
23,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,13
28,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,26
26,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,12
34,Male,High school graduate (or equivalent),"$15,000 - $30,000",Yes,No,18
32,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,21
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,18
37,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,21
37,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,23
44,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
26,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,24
53,Female,Graduate or professional degree,"$75,000 - $150,000",Yes,No,34
28,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,12
34,Male,High school graduate (or equivalent),"$75,000 - $150,000",Yes,No,26
33,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,21
27,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,26
32,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",No,No,15
27,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,15
38,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,14
34,Male,High school graduate (or equivalent),"$50,000 - $75,000",Yes,No,16
54,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,48
33,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,17
27,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,19
18,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,33
27,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,17
23,Male,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,15
47,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,23
30,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,25
19,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,16
20,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,15
28,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,13
28,Female,Graduate or professional degree,"$50,000 - $75,000",Yes,No,14
24,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,17
25,Male,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,25
32,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,19
28,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,19
33,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,25
23,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,57
18,Female,High school graduate (or equivalent),"$75,000 - $150,000",No,No,18
27,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,12
28,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",Yes,No,19
38,Female,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",Yes,No,32
20,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,14
21,Female,Less than 12 years; no high school diploma,"Less than $15,000",No,No,18
24,Female,Bachelor’s degree or other 4-year degree,"$15,000 - $30,000",No,No,17
27,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,28
22,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,21
32,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,19
23,Female,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,23
22,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,23
23,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,22
24,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,16
27,Female,Graduate or professional degree,"$30,000 - $50,000",Yes,No,21
25,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,19
18,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,22
28,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,Yes,24
38,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,21
24,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,12
28,Female,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,22
23,Female,High school graduate (or equivalent),"$30,000 - $50,000",Yes,No,36
22,Female,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,37
33,Male,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,26
28,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",Yes,No,23
42,Male,Graduate or professional degree,"$15,000 - $30,000",No,No,19
19,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",No,No,17
21,Male,Bachelor’s degree or other 4-year degree,"Above $150,000",No,No,15
61,Male,Graduate or professional degree,"$75,000 - $150,000",Yes,No,31
27,Male,Bachelor’s degree or other 4-year degree,"Less than $15,000",Yes,No,24
32,Female,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",Yes,No,19
58,Female,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",Yes,No,25
26,Female,Graduate or professional degree,"$15,000 - $30,000",Yes,No,22
25,Female,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,No,18
49,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,60
19,Female,"Some college, no diploma; or Associate’s degree","$75,000 - $150,000",Yes,No,20
33,Female,"Some college, no diploma; or Associate’s degree","$15,000 - $30,000",Yes,No,27
46,Male,Bachelor’s degree or other 4-year degree,"$30,000 - $50,000",Yes,Yes,20
23,Male,Bachelor’s degree or other 4-year degree,"$50,000 - $75,000",Yes,No,18
26,Male,"Some college, no diploma; or Associate’s degree","$50,000 - $75,000",No,No,20
29,Male,Bachelor’s degree or other 4-year degree,"$75,000 - $150,000",No,No,16
21,Male,"Some college, no diploma; or Associate’s degree","$30,000 - $50,000",No,No,16
21,Male,"Some college, no diploma; or Associate’s degree","Less than $15,000",No,No,17
